OBJECTID,FEATURE_ID,FROM_MH,LENGTH_FT,DIAMETER,MATERIAL,SLOPE,CFCC,STORMWATER,LANDUSE,PCI,KNOWN_ISSUES,PACP,UPSOURCE,AGE,FLOW_TO,RISE,Shape,GDB_GEOMATTR_DATA,UPSTREAM_CNT,SL_Class,Q_inf,Q,D_LEFT_TARGET,Dn,N_Full,Sed_Vol,DIRECT_CNT,FlushPerYear,VEG_SCORE,Sed_PerYr,MH_ANGLE,V
584,302405031,300724050515.00000000,169.00000000,8,PVC,0.01713618,LOCAL,NULL,NULL,81,LOW,NULL,NULL,21,300724050514.00000000,2.89601500,0x5F0D000001040300000060EB9E6C02954141703257895C716C4148464ECA0C9541419824CFE759716C4118DBA4A83B9541415023DAC94D716C4101000000010000000001000000FFFFFFFF0000000002,NULL,9,2,NULL,0.04511734,0.23131309,8.01200000,0.01200000,7.31903475,1,NULL,0,0.01266134,NULL,2.48350644
585,302405032,300724050516.00000000,264.00000000,8,PVC,0.00836816,LOCAL,NULL,NULL,78,LOW,NULL,NULL,21,300724050515.00000000,2.20919400,0x5F0D000001040C00000058D81F0D0395414180DD9CE77C716C41A8A4CE4902954141688A39FF7B716C41D8B97CDB01954141446975767B716C41B03A5F5701954141CCD620C87A716C412035CC5D00954141F83585D378716C417826ED3800954141C87BF55878716C411873900A0095414160A1A9C977716C41686DAD63FF9441419C93EA6974716C4170092DCEFF9441413436417B6A716C412858AF24009541419C25A17D66716C41809CB0BA00954141DC97F93E63716C4160EB9E6C02954141703257895C716C4101000000010000000001000000FFFFFFFF0000000002,NULL,1,2,NULL,0.00501304,0.03677900,8.01200000,0.01200000,65.87131275,9,NULL,0,0.16019659,NULL,0.76827010
586,302405034,300724050518.00000000,325.00000000,8,PVC,0.02767088,LOCAL,NULL,NULL,79,LOW,NULL,NULL,21,300724050519.00000000,8.99303700,0x5F0D000001040B000000707E7CB12B924141E8913F45AA716C4160887BE62D924141E02C384CAA716C417058F9E5369241416CBD2C65AA716C4160A73745389241414C6C0469AA716C41B0A7692336924141E8929766AA716C417058F9E5369241416CBD2C65AA716C4160A73745389241417C74DD62AA716C4190178BDD74924141189868FCA9716C419034B8C58D924141E491B8D9A9716C41D030EEA4CE9241417C036C87A9716C41A0908A08D092414190EB5F85A9716C4101000000010000000001000000FFFFFFFF0000000002,NULL,9,2,NULL,0.04511734,0.18203116,8.01200000,0.01200000,36.59517375,5,NULL,0,0.03291951,90,2.48350644
587,302405035,300724050520.00000000,212.00000000,8,PVC,0.01943175,LOCAL,NULL,NULL,85,LOW,NULL,NULL,21,300724050519.00000000,4.11953200,0x5F0D0000010404000000689E4968D3924141BC96D623C5716C4178066C59D2924141886D8B4CBF716C4110A9FC06D19241411C241744B0716C41A0908A08D092414190EB5F85A9716C4101000000010000000001000000FFFFFFFF0000000002,NULL,192,2,NULL,0.96250320,4.63404190,8.01200000,0.01200000,14.63806950,2,NULL,0,0.02018651,90,4.40143778
588,302405036,300724050519.00000000,356.00000000,8,PVC,0.02604247,LOCAL,NULL,NULL,79,LOW,NULL,NULL,21,300724050521.00000000,9.27111800,0x5F0D000001040A000000A0908A08D092414190EB5F85A9716C4110C688D3E292414128E05761A9716C41387F9349ED924141E8F25F4DA9716C41A008BCDB1E934141604A30F0A8716C41B8975A362993414154FB07E4A8716C411022E5A137934141105BE0C2A8716C41D87EC5524293414140FB84B6A8716C4148382DAF73934141E0223D55A8716C4168F3B8257E934141043D744BA8716C41704358C082934141FC558045A8716C4101000000010000000001000000FFFFFFFF0000000002,NULL,208,2,NULL,1.04271180,4.33647587,8.01200000,0.01200000,58.55227800,8,NULL,0,0.04808469,NULL,5.30053939
589,302405037,300724050521.00000000,341.00000000,8,PVC,0.02912027,LOCAL,NULL,NULL,79,LOW,NULL,NULL,21,300724050522.00000000,9.93001200,0x5F0D000001040E000000704358C082934141FC558045A8716C41701F98CB8C9341413811DD37A8716C41C01AC6B28F934141A0B35834A8716C41B050377197934141140D852EA8716C41B03C14A09D93414108BE5C22A8716C4188D4DAE0C89341413C0C00E8A7716C414044EA43D3934141C0CE60E0A7716C4118B568B9E1934141907BE0CAA7716C4190EFB10EEC934141D06780BDA7716C41888D8C741D944141B4627869A7716C41B8A93AF12194414148BF5060A7716C41E0220A3428944141440C2153A7716C41800799EB29944141B02D5C4FA7716C41E05D67982E94414110376045A7716C4101000000010000000001000000FFFFFFFF0000000002,NULL,216,2,NULL,1.08281610,4.25863812,8.01200000,0.01200000,58.55227800,8,NULL,0,0.05019985,NULL,5.50440629
590,302405038,300724050522.00000000,355.00000000,8,PVC,0.00359500,LOCAL,NULL,NULL,79,LOW,NULL,NULL,21,300724050523.00000000,1.27622400,0x5F0D000001040B000000E05D67982E94414110376045A7716C41C8FFE4F738944141E81BD12DA7716C41C853358645944141B8AE9811A7716C41F05D29A3729441415C55BCC4A6716C4190F7F6EF7C944141CC1571B8A6716C41304407DE85944141743D04AEA6716C4138CE264E8B94414168D750A8A6716C41804865A3959441419877F59BA6716C4120901735C7944141F8C94456A6716C41F8D11600D294414130372549A6716C415068A54DE094414188BD9025A6716C4101000000010000000001000000FFFFFFFF0000000002,NULL,224,2,NULL,1.12292040,12.56936263,8.01200000,0.01200000,58.55227800,8,NULL,0,0.04822014,NULL,3.27820967
591,302405039,300724051002.00000000,79.00000000,8,PVC,0.01919928,LOCAL,NULL,NULL,89,LOW,NULL,NULL,18,300724051003.00000000,1.51674300,0x5F0D000001040400000050B379857E924141ECDAF16DF5716C4170D1491E8A92414190FDCCBCF4716C41D882AAB98F92414160916556F4716C41D0627590A492414184562DBAF2716C4101000000010000000001000000FFFFFFFF0000000002,NULL,173,2,NULL,0.86725549,4.20066761,8.01200000,0.01200000,14.63806950,2,NULL,0,0.05417139,NULL,4.40862172
592,302405040,300724051003.00000000,102.00000000,8,PVC,0.03260331,LOCAL,NULL,NULL,85,LOW,NULL,NULL,18,300724051004.00000000,3.32553800,0x5F0D0000010404000000D0627590A492414184562DBAF2716C41B8184FDEB39241410897A1A5F2716C41380302B3BC92414118349A9CF2716C4108EA3AF1D7924141C4DCC17DF2716C4101000000010000000001000000FFFFFFFF0000000002,NULL,175,2,NULL,0.87728156,3.26078291,8.01200000,0.01200000,14.63806950,2,NULL,0,0.04195628,90,5.02645309
593,302405041,300724051004.00000000,364.00000000,8,PVC,0.01132120,LOCAL,NULL,NULL,85,LOW,NULL,NULL,18,300724050520.00000000,4.12091700,0x5F0D000001040800000008EA3AF1D7924141C4DCC17DF2716C41D875A8C2D7924141B84A4346EF716C41D8156C04D7924141608F5C0AE7716C4160ACA822D6924141DC9E4601DB716C4130A6196BD5924141140750E0D5716C41D884EDC4D392414100E6DA24C8716C4118062CA4D39241419C527E02C7716C41689E4968D3924141BC96D623C5716C4101000000010000000001000000FFFFFFFF0000000002,NULL,186,2,NULL,0.93242497,5.88140919,8.01200000,0.01200000,43.91420850,6,NULL,0,0.03527092,NULL,3.88210127
594,302405042,300724051005.00000000,199.00000000,8,PVC,0.01287295,LOCAL,NULL,NULL,85,LOW,NULL,NULL,18,300724051004.00000000,2.56171800,0x5F0D0000010404000000E03AB87ADA924141C4BED05A0B726C41E0D6290EDA924141D04A7A8404726C41D8CA1755D992414148A8CC67FC716C4108EA3AF1D7924141C4DCC17DF2716C4101000000010000000001000000FFFFFFFF0000000002,NULL,7,2,NULL,0.03509126,0.20757433,8.01200000,0.01200000,14.63806950,2,NULL,0,0.02150523,90,1.93161588
595,302405043,300724051006.00000000,272.00000000,8,PVC,0.01313124,LOCAL,0,NULL,85,LOW,NULL,NULL,18,300724051005.00000000,3.57169600,0x5F0D000001041F000000A0EA10AA0893414158D8E6AB2A726C41884A23E3069341414CD282F829726C41488E617703934141644DFF9F28726C4198D7F02E029341418402FC1C28726C4148F5300400934141B0E78B4F27726C41580C44E8FD924141B063BC7F26726C41005A73DAFB9241418C2690AD25726C4100E843DDF99241417C1FD4D824726C4170EC25EEF792414100412C0224726C4180A4620CF6924141180A582923726C41C8DC353BF492414100EB644E22726C4110AA54EAEF9241413C96C45820726C41A0333505EF924141946B7DEA1F726C4180103690ED9241411C27A53B1F726C41B08F8713EC9241411454AD5F1E726C413824355AEA9241417C27065C1D726C41D02E984BE8924141B0BC11231C726C4150C5C692E692414130C201031B726C41A8C958F6E49241418CC241B819726C4188279A81E3924141A80BFE9418726C41989A9775E2924141D85B43C617726C41B0EB2A2FE1924141744AD3B016726C41487E5775DF9241416CD9A7E914726C41983198F5DD92414134E1371413726C41B07ED900DD924141709324B111726C4158DAA983DC924141ACDE67E910726C4150F3FB91DB924141789D003B0F726C41A8BB5820DB9241411041951E0E726C41E0EF97CADA9241418C43B01A0D726C41684D99A0DA9241417072E5530C726C41E03AB87ADA924141C4BED05A0B726C4101000000010000000001000000FFFFFFFF0000000002,NULL,1,2,NULL,0.00501304,0.02936040,8.01200000,0.01200000,51.23324325,7,NULL,0,0.12093273,NULL,0.76827010
596,302405045,300724051007.00000000,400.00000000,8,PVC,0.02565562,LOCAL,NULL,NULL,84,LOW,NULL,NULL,18,300724051008.00000000,10.26224800,0x5F0D000001040A000000A060128A4F9341416C22662947726C4158891F4D6B9341416486A6E642726C41E0D8ECAE72934141CCF072BB41726C41905BA618969341411C55F32D3C726C41886DC49DA1934141C00EDC543A726C41A8020148B59341417CF61C4537726C415082CA3DC5934141241055BE34726C41D023C672E1934141587C164C30726C417030D44AF19341411801DBDC2D726C41C0B513CBF893414160CC56A12C726C4101000000010000000001000000FFFFFFFF0000000002,NULL,89,2,NULL,0.44616034,1.86944820,8.01200000,0.01200000,58.55227800,8,NULL,0,0.04279537,NULL,4.09771741
597,302405047,300724051010.00000000,208.00000000,8,PVC,0.02003603,COLLECTOR,NULL,NULL,84,LOW,NULL,NULL,18,300724051007.00000000,4.16749400,0x5F0D00000104040000006077BA8DF79241411C20CBFC54726C4158793BB125934141B4B774CE4D726C419853150A399341410C47DDA74A726C41A060128A4F9341416C22662947726C4101000000010000000001000000FFFFFFFF0000000002,NULL,87,2,NULL,0.43613426,2.06789317,8.01200000,0.01200000,14.63806950,2,NULL,0,0.02057471,NULL,4.00563382
598,302405048,300724051011.00000000,22.00000000,8,PVC,0.08916532,COLLECTOR,NULL,NULL,89,LOW,NULL,NULL,18,300724051010.00000000,1.96163700,0x5F0D00000114A0669484EB924141B0A18E2655726C416077BA8DF79241411C20CBFC54726C41,NULL,46,2,NULL,0.23059972,0.51829202,8.01200000,0.01200000,0.00000000,0,NULL,0,0.00000000,60,4.63988297
599,302401208,300724013938.00000000,206.00000000,8,PVC,0.01896824,LOCAL,NULL,NULL,82,LOW,NULL,NULL,21,300724013939.00000000,3.90745700,0x5F0D000001041A000000787A4B5E3591414114AA2E2D0C716C41784E6C19369141419883C6330C716C4188BC8B3E379141413897FB3C0C716C41A8DF988A39914141147A434E0C716C4140E1D9D53A914141806BE7560C716C4138D43BFC3B9141414496D25D0C716C415087A8223D914141C86F6A640C716C41C88E6C6F3E914141C00A636B0C716C41185958D53E91414134610E6D0C716C4180D1F8BA3F914141C8F156710C716C41D8AB488840914141A8EEAA740C716C41808867E240914141945433760C716C41981F4B5442914141ECA7327B0C716C416808DAEB43914141F82A1F800C716C41B0DE875D45914141546893830C716C41E83576CF46914141044356860C716C41F84D9A41489141412C4A2F880C716C41382448B349914141A86D16890C716C414802FA264B914141A4EE56890C716C418859E8984C914141681CC3880C716C412821B7E54D914141B0578B870C716C41085D680E4F914141C870C2850C716C41084C865D51914141B8BC92800C716C4150B464575191414114AC8A840C716C41E8423F127E91414128796E5A0C716C414095E6B79C91414114AA2E2D0C716C4101000000010000000001000000FFFFFFFF0000000002,NULL,7,2,NULL,0.03509126,0.17100121,8.01200000,0.01200000,21.95710425,3,NULL,0,0.03116169,90,1.93161588
600,302401216,300724014025.00000000,333.00000000,8,PVC,0.00988803,LOCAL,NULL,NULL,77,LOW,NULL,NULL,22,300724014024.00000000,3.29271500,0x5F0D00000104050000008029BC544C944141704FDD4FD9706C41A815729A4D944141D8EC2E2DE1706C418064604C4F94414104147DF2EE706C41682323235094414164F6FF22F5706C41B078909451944141AC3304EE02716C4101000000010000000001000000FFFFFFFF0000000002,NULL,195,2,NULL,0.97754231,6.59772800,8.01200000,0.01200000,43.91420850,6,NULL,0,0.03855440,90,3.74550163
601,302401217,300724014024.00000000,210.00000000,10,PVC,0.01363446,LOCAL,NULL,NULL,82,LOW,NULL,NULL,22,300724014026.00000000,2.86323700,0x5F0D00000104050000008029BC544C944141704FDD4FD9706C4150DB2C035894414130791C4AD9706C41601CEF995C944141949D8453D9706C41D8CC345091944141704AAC14D9706C41A825FCD0B6944141344D2BF0D8706C4101000000010000000001000000FFFFFFFF0000000002,NULL,189,1,NULL,0.94746409,5.44574773,10.01200000,0.01200000,14.63806950,2,NULL,0,0.01304241,90,3.98021523
602,302405087,300724051013.00000000,175.00000000,8,PVC,0.04726225,LOCAL,NULL,NULL,86,LOW,NULL,NULL,18,300724051014.00000000,8.27089300,0x5F0D0000010404000000F0EB9A6B25934141D4021466D2716C411081C9DD28934141505DEC6CD2716C4190E2C2FC4B9341416CC39B34D2716C41903E79307D934141F04FDCDCD1716C4101000000010000000001000000FFFFFFFF0000000002,NULL,1,2,NULL,0.00501304,0.01547596,8.01200000,0.01200000,14.63806950,2,NULL,0,0.05370401,90,0.76827010
603,302406003,300724050514.00000000,189.00000000,8,PVC,0.01513655,LOCAL,NULL,NULL,76,LOW,NULL,NULL,21,300724060102.00000000,2.86080800,0x5F0D000001040900000018DBA4A83B9541415023DAC94D716C415008C35D4695414114FA26F44B716C4170770FBF4C95414140AAEEF74A716C4100FB7B7054954141206CBEEF49716C415018CDFE5A954141ECC8DE1749716C4158F75B016295414150CDD23D48716C41203C5A166A9541412C113B5747716C4128F5F83073954141E0504B6746716C41B0CAABA57C954141885E6C6A45716C4101000000010000000001000000FFFFFFFF0000000002,NULL,10,2,NULL,0.05013037,0.27346465,8.01200000,0.01200000,0.00000000,0,NULL,0,0.00000000,90,1.52681931
604,302406004,300724060109.00000000,196.00000000,15,PVC,0.00352041,LOCAL,NULL,NULL,76,LOW,2,NULL,21,300724060102.00000000,0.69000000,0x5F0D000001040300000050D7ED61D7954141ACEBE38A3B716C41105F13FFD29541419C0AD10A3C716C41B0CAABA57C954141885E6C6A45716C4101000000010000000001000000FFFFFFFF0000000002,NULL,1262,1,NULL,6.32645332,71.56116737,15.01200000,0.01200000,0.00000000,0,NULL,0,0.00000000,90,5.25346109
605,302406006,300724060104.00000000,347.00000000,10,PVC,0.00533910,LOCAL,NULL,NULL,74,LOW,1,NULL,21,300724060103.00000000,1.85266800,0x5F0D000001040B00000000391A2000964141E8F1748693716C41E8EB9FF7F595414150C7A9298B716C41C0AEDF61F1954141CCEFFA2187716C4138DD1FB7EE954141BC7CCB2C85716C41282B73B0E9954141E0820C3581716C4180108271D9954141A065363975716C41282EB46FD69541413C50870973716C417882367BD195414168A3735B6F716C41F093B665CE954141387964266D716C41204184DCCD9541419C800CC56C716C41B07B18C1CA9541412CCD60686A716C4101000000010000000001000000FFFFFFFF0000000002,NULL,421,1,NULL,2.11048879,19.38486379,10.01200000,0.01200000,58.55227800,8,NULL,0,0.03157238,NULL,3.94321793
606,302406007,300724060105.00000000,75.00000000,10,PVC,0.00942387,LOCAL,NULL,NULL,74,LOW,1,NULL,21,300724060104.00000000,0.70679000,0x5F0D000001040F00000068414EDFFD954141C82900C69C716C4188495E97FE9541410C28C7F69B716C41885A1A20FF9541411458D3409B716C4198966BA3FF954141884467799A716C41907B3A100096414134B512B399716C4140CE0E150096414184721BAA99716C4170369D6100964141A0A4D3F898716C4118984E6A0096414128168BE498716C41003D7AA500964141DC3D933098716C418051DCCB009641419801947B97716C41E0D6CADD009641419C163CB296716C4138F659D5009641417C8FC0E595716C41806A3CB100964141B8DD841695716C41D874BD710096414188D31C4594716C4100391A2000964141E8F1748693716C4101000000010000000001000000FFFFFFFF0000000002,NULL,420,1,NULL,2.10547575,14.55624418,10.01200000,0.01200000,7.31903475,1,NULL,0,0.01825935,NULL,4.50118839
607,302406008,300724060106.00000000,136.00000000,8,PVC,0.00783901,LOCAL,NULL,NULL,74,LOW,NULL,NULL,21,300724060105.00000000,1.06610500,0x5F0D0000010409000000383E807C3E964141D44AA1E5A2716C4150DC714F36964141D014FA29A2716C4148BFA30D35964141E8940D0DA2716C4150E5A1CC339641413C04EEEFA1716C4108DFB49032964141800A9AD4A1716C41B80DA31730964141A85ABE9AA1716C415041D86A109641415400DF969E716C41083BEB2E0F964141A078EE779E716C4168414EDFFD954141C82900C69C716C4101000000010000000001000000FFFFFFFF0000000002,NULL,1,2,NULL,0.00501304,0.03800006,8.01200000,0.01200000,43.91420850,6,NULL,0,0.20731324,60,0.76827010
608,302406009,300724060107.00000000,95.00000000,10,PVC,0.01059844,LOCAL,NULL,NULL,74,LOW,1,NULL,21,300724060105.00000000,1.00685200,0x5F0D000001040E000000087A9500DA95414104D88065A4716C41B0F8E04BDD9541413441ADE7A3716C41D89BE44DE09541414C8E2173A3716C41781E8247E39541417C2891F5A2716C414800A438E69541410080096FA2716C419842A021E99541415CD329DFA1716C411863E001EC954141CC588D47A1716C41109FADD8EE954141F441A2A8A0716C4168DED09FF195414154951604A0716C4180E6AC58F49541412458425B9F716C41206D9C00F7954141146C96AE9E716C41606E9D96F99541416024E7FE9D716C4180E02A18FC95414198BD524B9D716C4168414EDFFD954141C82900C69C716C4101000000010000000001000000FFFFFFFF0000000002,NULL,414,1,NULL,2.07539752,13.52988335,10.01200000,0.01200000,0.00000000,0,NULL,0,0.00000000,60,4.72986184
609,302405088,300724051025.00000000,380.00000000,8,PVC,0.00261126,LOCAL,NULL,NULL,86,LOW,NULL,NULL,18,300724051022.00000000,0.99227900,0x5F0D0000010415000000F04DE6F78A934141DCEA923001726C41883745A78993414140B8DB64FF716C41501AD70A8993414194EEE77EFE716C41B037D72A88934141D89EFF2FFD716C41F0455AEC87934141A44BF8AEFC716C416846F825879341411C6B4CAAFB716C41084FE8ED85934141A454282CFA716C41007596FF849341415CC7F8FEF8716C4138B5D98B84934141B819C14DF8716C41786C2AE48393414178D8E448F7716C41B87976EF82934141045EB9C9F5716C41F830C74782934141A4B37984F4716C41084A77DA81934141DCE47D4AF3716C41907158608193414128964108F2716C41B856C7278193414138CA7A57F1716C41A0C47AF18093414148237FEDEE716C41481CEBEE7F93414180A8E7F3E6716C41B0B8B8E57F9341415CF0AF92E6716C41D07C07BD7E93414144887EEAD9716C410821D9B57E934141E44BDB9CD9716C41903E79307D934141F04FDCDCD1716C4101000000010000000001000000FFFFFFFF0000000002,NULL,6,2,NULL,0.03007822,0.39503976,8.01200000,0.01200000,80.50938225,11,NULL,0,0.13602658,90,0.91609153
610,302406092,300724060616.00000000,218.00000000,8,PVC,0.00525397,LOCAL,0,NULL,90,LOW,NULL,NULL,18,300724060617.00000000,1.14536500,0x5F0D00000104060000008830CA13109641410487DDB7CD716C419868906AF69541418CACC8E6CD716C41C022AC0DF5954141704515E9CD716C4130CA59A1C49541416C2DB939CE716C41B0683A1CC395414158F7483CCE716C417078D4E1A295414118A52486CE716C4101000000010000000001000000FFFFFFFF0000000002,NULL,8,2,NULL,0.04010430,0.37133072,8.01200000,0.01200000,29.27613900,4,NULL,0,0.03926181,90,1.22145557
611,302406091,300724060615.00000000,233.00000000,8,PVC,0.00510720,LOCAL,NULL,NULL,86,LOW,NULL,NULL,18,300724060616.00000000,1.18997700,0x5F0D000001040B000000A009737A849641413887D1FDCC716C4108F801C7809641410C696D02CD716C41509011B47F964141FCFF3804CD716C4120B072E47C9641411002E508CD716C41E0C175BA6F964141FCB5951ECD716C41E8C824376D964141D4E5AD22CD716C41D83EB09A4B964141041D4D5ACD716C41F82A8C084A964141F0E6DC5CCD716C41400946B218964141F49BBCACCD716C4168A1F71A17964141989539AFCD716C418830CA13109641410487DDB7CD716C4101000000010000000001000000FFFFFFFF0000000002,NULL,1,2,NULL,0.00501304,0.04707859,8.01200000,0.01200000,65.87131275,9,NULL,0,0.18151030,NULL,0.76827010
612,302406094,300724060618.00000000,150.00000000,8,PVC,0.00615920,LOCAL,0,NULL,90,LOW,NULL,NULL,18,300724060617.00000000,0.92388000,0x5F0D00000114B84A30A5A49541419C57B53BE1716C417078D4E1A295414118A52486CE716C41,NULL,123,2,NULL,0.61660361,5.27299842,8.01200000,0.01200000,0.00000000,0,NULL,0,0.00000000,90,2.81967106
613,302406095,300724060620.00000000,259.00000000,8,PVC,0.00136920,LOCAL,NULL,NULL,90,LOW,NULL,NULL,18,300724051018.00000000,0.35462300,0x5F0D00000114283206FBA7954141487D0C8801726C41B84A30A5A49541419C57B53BE1716C41,NULL,123,2,NULL,0.61660361,11.18372165,8.01200000,0.01200000,0.00000000,0,NULL,0,0.00000000,NULL,1.80008834
614,302406096,300724060619.00000000,254.00000000,8,PVC,0.00610356,LOCAL,NULL,NULL,84,LOW,NULL,NULL,18,300724060620.00000000,1.55030500,0x5F0D0000010408000000306F47A9279641413057BF9A00726C4148F3264E2496414124D8ABAF00726C41B087D5F41A96414190E307BF00726C41581E5D41FD9541410455C3E800726C4148D0D129E09541415478832301726C41D0186622C8954141D4820A3F01726C41A06C4A93B49541413477876901726C41283206FBA7954141487D0C8801726C4101000000010000000001000000FFFFFFFF0000000002,NULL,1,2,NULL,0.00501304,0.04306489,8.01200000,0.01200000,43.91420850,6,NULL,0,0.11100237,90,0.76827010
615,302406097,300724060612.00000000,215.00000000,8,PVC,0.02546059,LOCAL,NULL,NULL,84,LOW,NULL,NULL,18,300724060620.00000000,5.47402600,0x5F0D0000010406000000C00042473C954141784ED31002726C4178C3EFEF57954141D88A43DE01726C41A89E2BE466954141ECA54FC801726C41B89132E483954141F0EF469901726C41F8D8833289954141D4D2E29501726C41283206FBA7954141487D0C8801726C4101000000010000000001000000FFFFFFFF0000000002,NULL,1,2,NULL,0.00501304,0.02108534,8.01200000,0.01200000,29.27613900,4,NULL,0,0.08742511,90,0.76827010
616,302406093,300724051017.00000000,151.00000000,8,PVC,0.03892007,LOCAL,NULL,NULL,90,LOW,NULL,NULL,18,300724060114.00000000,5.87693100,0x5F0D000001147078D4E1A295414118A52486CE716C41F0FE9EC1A0954141485599BCBB716C41,NULL,24,2,NULL,0.12031290,0.40929753,8.01200000,0.01200000,0.00000000,0,NULL,0,0.00000000,NULL,3.66436672
617,302405089,300724051021.00000000,390.00000000,8,PVC,0.01061558,LOCAL,NULL,NULL,86,LOW,NULL,NULL,18,300724051022.00000000,4.14007500,0x5F0D0000010407000000903E79307D934141F04FDCDCD1716C41184F977F7E934141745D38DCD1716C4108FF22EDA2934141D865389CD1716C4168398973D59341416C8CF042D1716C4168F2600CF9934141BC5E8005D1716C41D04117A02A9441418CA548ACD0716C418085720440944141F84A998CD0716C4101000000010000000001000000FFFFFFFF0000000002,NULL,8,2,NULL,0.04010430,0.26123587,8.01200000,0.01200000,36.59517375,5,NULL,0,0.02743293,90,1.22145557
618,302405090,300724051024.00000000,170.00000000,8,PVC,0.03400000,LOCAL,NULL,NULL,86,LOW,NULL,NULL,18,300724051021.00000000,NULL,0x5F0D000001040C000000F050017C42944141ACF4530BE6716C41D8F203E842944141D80E79ECE4716C41007844C84294414104A99483E4716C41784C03BD4294414194C7460BE4716C41A0FFB1B942944141DC6C6CE7E3716C41F09F81B1429441415432D981E4716C41784C03BD4294414194C7460BE4716C4170FBB1D942944141C0E4ECE4E2716C41A858B5D0429441411C9E9118E2716C41686555CB41944141ACF1F29DD8716C4158C704B3419441414CCA2A07D8716C418085720440944141F84A998CD0716C4101000000010000000001000000FFFFFFFF0000000002,NULL,22,2,NULL,0.11028683,0.40141900,8.01200000,0.01200000,43.91420850,6,NULL,0,0.07552126,NULL,3.35900298
619,302405091,300724051020.00000000,360.00000000,8,PVC,0.02909927,LOCAL,NULL,NULL,86,LOW,NULL,NULL,18,300724051021.00000000,10.47573600,0x5F0D00000104090000008085720440944141F84A998CD0716C41F081B0194E944141A00D7974D0716C4150DB99E17F9441416C37B430D0716C41E8949360A0944141A80B7108D0716C41705C1200A2944141147B2804D0716C41F007F579D3944141C8BE44AECF716C41284E2763D4944141B46E1CAACF716C41D05F2142F2944141B839A866CF716C41403ACF93F3944141CC3ED563CF716C4101000000010000000001000000FFFFFFFF0000000002,NULL,1,2,NULL,0.00501304,0.01972304,8.01200000,0.01200000,51.23324325,7,NULL,0,0.09137139,NULL,0.76827010
620,302405092,300724051017.00000000,349.00000000,8,PVC,0.03400000,LOCAL,NULL,NULL,90,LOW,NULL,NULL,18,300724051020.00000000,NULL,0x5F0D0000010409000000403ACF93F3944141CC3ED563CF716C41B82AC2D2F5944141504C3163CF716C41786584BC28954141B4B88C0FCF716C4108CDD4742A954141C46F3D0DCF716C414016221849954141040D09DFCE716C41B83F509F4A954141E053ACDCCE716C41103706D37E954141485D58A9CE716C4188AD338F80954141642FC1A5CE716C417078D4E1A295414118A52486CE716C4101000000010000000001000000FFFFFFFF0000000002,NULL,24,2,NULL,0.12031290,0.43791162,8.01200000,0.01200000,51.23324325,7,NULL,0,0.04291800,NULL,3.66436672
621,302405093,300724051009.00000000,339.00000000,8,PVC,0.01727370,LOCAL,NULL,NULL,84,LOW,NULL,NULL,18,300724051012.00000000,5.85578300,0x5F0D0000010419000000B041DF4BA2944141B41A980112726C41883FE997BC944141CC8334FE0D726C4190E38752C694414138D2EC740C726C41A8B176DBDD944141C84941D008726C41086CE1CBE3944141EC61950308726C4150C87450E794414180239A9C07726C4188CB04BEEA944141A43EF63307726C41B8A27310F0944141A0A1729306726C4108C150BFF4944141D86FA60E06726C41B0FBA16DFA944141FC3B2E8505726C4138A77F0700954141B04A820005726C4158293DF10495414164F57A8F04726C4160774DB4089541416858D24504726C4150D0CC1E0B954141B845C61B04726C415871BD9C0F9541410C80DECF03726C41E0ACFA1014954141FCAF468103726C4170D508D318954141F4629B3703726C4168167BBC1D954141FC61970103726C41A0A3557F21954141A4D64ED502726C417051E6F724954141F8DDFAB102726C417037D4C929954141789C829002726C41A82393292E954141B0D4466902726C4148D5D5F5319541414817BB4402726C41A87CC186389541412C477B1F02726C41C00042473C954141784ED31002726C4101000000010000000001000000FFFFFFFF0000000002,NULL,106,2,NULL,0.53138197,2.71348772,8.01200000,0.01200000,51.23324325,7,NULL,0,0.04418402,NULL,3.48795312
622,302405094,300724051008.00000000,400.00000000,8,PVC,0.02228504,LOCAL,NULL,NULL,84,LOW,NULL,NULL,18,300724051009.00000000,8.91401700,0x5F0D000001040B000000C0B513CBF893414160CC56A12C726C41A0AD702F01944141E86CE75E2B726C4198BC4D9410944141B48BCF0229726C41489AF8D02D9441411CABE76324726C41380775453C944141B84A3D2D22726C41A8FC11B54D9441417CE384531F726C4128BBBF1C5A9441418859F5681D726C41382E89D37994414194215A5418726C411063F89B86944141F06B0A6F16726C4160BE62A2999441417C01236B13726C41B041DF4BA2944141B41A980112726C4101000000010000000001000000FFFFFFFF0000000002,NULL,97,2,NULL,0.48626464,2.18614877,8.01200000,0.01200000,65.87131275,9,NULL,0,0.04814480,NULL,3.72940709
